cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtcat,prtvtdbe,prtvtdbg,prtvtgch,prtvtbcy,prtvtecz,prtvede1,prtvede2,prtvtddk,prtvtgee,prtvtees,prtvtdfi,prtvtdfr,prtvtcgb,prtvtahr,prtvtfhu,prtvtcie,prtvtcis,prtvtcit,prtvblt1,prtvblt2,prtvblt3,prtvtalv,prtvtme,prtvtgnl,prtvtbno,prtvtdpl,prtvtcpt,prtvtrs,prtvtcse,prtvtfsi,prtvtdsk,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,prtcldat,prtcldbe,prtcldbg,prtclgch,prtclbcy,prtclecz,prtclede,prtclddk,prtclgee,prtclfes,prtclefi,prtclffr,prtclcgb,prtclahr,prtclghu,prtcleie,prtclcis,prtcldit,prtclblt,prtclalv,prtclme,prtclfnl,prtclbno,prtclhpl,prtclept,prtclrs,prtclcse,prtclfsi,prtcldsk,prtdgcl,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdnm,rlgdnbat,rlgdnbe,rlgdnach,rlgdncy,rlgdnade,rlgdnafi,rlgdngb,rlgdnhu,rlgdnie,rlgdnais,rlgdnlt,rlgdnlv,rlgdme,rlgdnnl,rlgdnno,rlgdnapl,rlgdnrs,rlgdnase,rlgdnask,rlgblge,rlgdnme,rlgdebat,rlgdebe,rlgdeach,rlgdecy,rlgdeade,rlgdeafi,rlgdegb,rlgdehu,rlgdeie,rlgdeais,rlgdelt,rlgdelv,rlgdeme,rlgdenl,rlgdeno,rlgdeapl,rlgders,rlgdease,rlgdeask,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipd,brncntr,cntbrthd,livecnta,lnghom1,lnghom2,blgetmg,facntr,fbrncntc,mocntr,mbrncntc,admdw,vteurmmb,vteumbgb,vteubcmb,evpdemp,pdempyr,lvpntyr,evlvptn,lvptnyr,evmar,maryr,bthcld,nbthcld,fcldbrn,ycldbyr,ngchld,ygcdbyr,ggchld,admge,ageadlt,agemage,ageoage,iaglptn,iagmr,iagpnt,iagrtr,tygledu,tyglvp,tygmr,tygpnt,tygrtr,tolvpnt,tochld,towkht,anvcld,alvgptn,acldnmr,aftjbyc,advcyc,plnftr,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,agea,yrbrn,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,rshipa13,rshipa14,rshipa15,rshpsts,rshpsgb,lvgptnea,dvrcdeva,marsts,marstgb,maritalb,chldhhe,domicil,edulvlb,eisced,edlveat,edlvebe,edlvebg,edlvdch,edlvgcy,edlvdcz,edubde1,eduade2,eduade3,edlvddk,edlvdee,edlvges,edlvdfi,edlvdfr,educgb1,edubgb2,edagegb,edlvehr,edlvdhu,edlvdie,edlvdis,edlveit,edlvdlt,edlvdlv,edlvdme,edlvenl,edlvdno,edlvgpl,edlvdpt,edlvdrs,edlvdse,edlvesi,edlvdsk,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngref,dngdk,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkhct,icwhct,wkhtot,nacer2,tporgwk,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnta,hincfel,iincsrc,edulvlpb,eiscedp,edlvpeat,edlvpebe,edlvpebg,edlvpdch,edlvpgcy,edlvpdcz,edupbde1,edupade2,edupade3,edlvpddk,edlvpdee,edlvpfes,edlvpdfi,edlvpdfr,edupcgb1,edupbgb2,edagepgb,edlvpehr,edlvpdhu,edlvpdie,edlvpdis,edlvpeit,edlvpdlt,edlvpdlv,edlvpdme,edlvpenl,edlvpdno,edlvpfpl,edlvpdpt,edlvpdrs,edlvpdse,edlvpesi,edlvpdsk,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,isco08p,emprelp,wkhtotp,edulvlfb,eiscedf,edlvfeat,edlvfebe,edlvfebg,edlvfdch,edlvfgcy,edlvfdcz,edufbde1,edufade2,edufade3,edlvfddk,edlvfdee,edlvffes,edlvfdfi,edlvfdfr,edufcgb1,edufbgb2,edagefgb,edlvfehr,edlvfdhu,edlvfdie,edlvfdis,edlvfeit,edlvfdlt,edlvfdlv,edlvfdme,edlvfenl,edlvfdno,edlvffpl,edlvfdpt,edlvfdrs,edlvfdse,edlvfesi,edlvfdsk,emprf14,occf14b,edulvlmb,eiscedm,edlvmeat,edlvmebe,edlvmebg,edlvmdch,edlvmgcy,edlvmdcz,edumbde1,edumade2,edumade3,edlvmddk,edlvmdee,edlvmfes,edlvmdfi,edlvmdfr,edumcgb1,edumbgb2,edagemgb,edlvmehr,edlvmdhu,edlvmdie,edlvmdis,edlvmeit,edlvmdlt,edlvmdlv,edlvmdme,edlvmenl,edlvmdno,edlvmfpl,edlvmdpt,edlvmdrs,edlvmdse,edlvmesi,edlvmdsk,emprm14,occm14b,atncrse,anctry1,anctry2,frprtpl,gvintcz,poltran,ifredu,ifrjob,evfredu,evfrjob,fvgabc,infqbst,grspnum,grsplet,netinum,netilet,grspfr,netifr,frlgrsp,frlneti,occinfr,topinfr,btminfr,wltdffr,recskil,recexp,recknow,recimg,recgndr,sofrdst,sofrwrk,sofrpr,sofrprv,ppldsrv,jstprev,pcmpinj,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,regunit,dweight,pspwght,pweight,anweight
FR,120,1,6666,5,9,7,2,1,2,1,1,1,0,9,5,4,4,5,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,4,5,3,5,7,8,1,1,5,1,1,2,2,3,5,3,3,6,3,0,2,2,1,4,1,4,0,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,1,1,,,1,1983,1984,1,1984,1,1984,1,3,1984,2003,3,2013,6,2,21,25,75,21,20,22,60,16,21,21,21,0,0,65,65,3,5,5,5,3,10,3,1,2,2,6,6,6,6,6,,,,,,,,56,1963,1963,2003,6666,6666,6666,6666,6666,,,,,,,,1,2,66,66,66,66,66,,,,,,,,1,,1,1,66,,1,6,3,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,1,0,0,0,0,0,0,0,66,5,2,1,2004,1,66666,2,3,2,66666,2,0,7,1,7,84,3,6113,2,1,2,2,3,6,1,3,6,213,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,66666,6,666,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,1,8,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,1,1,2,8,2,2,0,3,2,666666666,66,700,66,6,-4,666666666,1000,-3,4,-3,3,3,3,3,3,3,2,2,2,4,4,3,2,2,5,2,4,2,3,2,5,2,2,2,3,2,2,6,2,2,6,3,6,4,FRE1,2,1.67156589,1.23467648,2.726686716,3.366575957
FR,10,4,30,2,5,2,4,1,3,1,2,5,3,5,5,5,5,7,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,88,7,2,2,1,5,5,1,1,5,3,3,2,2,2,5,5,5,7,6,2,3,1,3,3,2,5,2,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,2,DZ,1962,FRE,0,2,1,6666,1,6666,1,88,,,1,1980,1981,1,1981,1,1981,1,3,1982,1990,0,6666,6,1,21,40,70,25,30,30,0,20,19,25,25,0,30,35,60,3,3,3,3,3,7,2,2,1,6,6,6,6,6,6,,,,,,,,58,1961,1951,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,1,4,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,6,1,2,66666,10,10,3,1,3,88,5,9111,2,2,6,6,3,4,2,3,1,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,5,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,3,66,2,11051,11050,2,2,1,7,5,2,2,1,2,888888888,1,888888888,1,0,0,666666666,666666666,-1,0,-3,3,3,3,4,2,3,1,2,2,5,4,4,3,2,5,2,5,1,2,2,2,1,4,2,2,5,2,5,2,1,2,1,4,4,FRL0,2,1.12131381,0.939323485,2.726686716,2.561240868
FR,240,1,6666,6,10,0,4,1,1,1,1,0,10,10,0,0,0,0,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,10,0,0,0,2,10,1,1,5,2,0,4,4,4,0,0,1,10,7,0,1,2,1,4,3,10,3,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,1982,1975,1,1982,1,1993,1,2,1995,2000,0,6666,6,2,888,888,0,0,0,0,0,0,0,0,0,888,888,55,0,5,5,5,5,5,10,1,1,6,6,6,6,6,6,6,,,,,,,,54,1964,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,1,4,,4,2,3,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,10,0,0,0,1,0,0,0,0,0,0,0,0,66,4,2,1,2018,1,66666,2,1,2,66666,0,0,35,1,35,84,4,6114,2,1,1,1,3,6,1,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,1,9,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,1,1,1,0,0,8,8,3,2,666666666,66,700,66,6,-4,666666666,1000,-4,4,-4,-4,2,2,1,3,1,1,5,1,5,1,1,5,6,6,1,1,5,3,5,5,5,5,2,2,4,6,6,4,3,1,2,5,2,FRI3,2,0.570136845,0.497740537,2.726686716,1.35718251
FR,10,5,150,2,2,2,4,1,1,1,2,1,3,7,1,1,3,4,1,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,1,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,3,10,8,3,2,5,5,9,1,1,5,1,5,2,2,2,7,7,7,8,5,4,2,2,2,1,3,10,2,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,2,,,1,2001,2005,1,2005,1,2008,1,2,2015,2017,66,6666,6,2,40,50,80,18,25,31,65,18,19,20,30,65,20,50,65,3,3,3,3,3,3,4,1,2,2,1,6,6,6,6,,,,,,,,33,1985,1984,2015,2017,6666,6666,6666,6666,,,,,,,,1,2,2,66,66,66,66,,,,,,,,1,,1,2,66,,1,6,3,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,2,66666,10,0,35,1,60,49,4,8332,2,2,6,6,3,1,9,1,1,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4110,1,35,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,5,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,1,15090,11050,1,2,1,7,8,5,5,1,2,3500,66,2800,66,0,0,666666666,666666666,0,0,0,0,3,3,2,1,1,4,1,4,5,1,4,4,1,4,1,5,1,2,2,1,1,2,3,2,6,1,5,2,5,1,2,5,4,FRF2,2,1.119889855,1.31248486,2.726686716,3.578735034
FR,15,5,180,7,7,5,1,2,4,1,4,4,6,4,3,2,5,7,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,2,0,8,4,2,2,6,5,1,1,5,1,5,1,1,1,7,8,5,9,6,5,4,1,2,2,3,7,5,2,66,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,0,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,2000,1999,1,1999,2,6666,1,2,2009,2012,66,6666,6,2,21,30,70,30,0,30,55,16,888,888,888,888,28,45,65,5,5,5,5,3,5,4,2,1,1,2,6,6,6,6,,,,,,,,39,1980,1987,2009,2012,6666,6666,6666,6666,,,,,,,,1,2,2,66,66,66,66,,,,,,,,2,,2,1,66,,2,6,1,620,6,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,2,66666,7,0,28,1,30,84,1,3412,2,2,6,6,2,1,10,1,1,710,7,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2153,1,38,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,1,520,5,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,1,1,1,11050,555555,2,3,1,10,7,3,2,1,2,2000,66,1950,66,8,-2,888888888,2300,-2,8,-3,4,3,3,2,3,3,2,4,1,5,4,4,3,3,5,1,4,3,2,5,1,2,2,2,1,4,3,3,5,5,1,2,4,1,FRK2,2,1.105484605,0.833573818,2.726686716,2.272894657
FR,60,5,180,8,5,8,1,4,1,4,1,8,7,8,6,5,7,8,1,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,6,8,4,5,8,7,6,1,1,5,2,10,2,2,2,5,5,5,8,6,3,4,1,2,2,3,9,7,2,66,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,1,1,,,1,1994,1994,1,1995,1,2001,1,2,1999,2002,0,6666,6,2,24,35,70,22,25,25,65,16,18,18,20,55,26,40,65,2,3,3,4,2,0,3,1,1,2,6,6,6,6,6,,,,,,,,47,1972,1999,2002,6666,6666,6666,6666,6666,,,,,,,,2,2,66,66,66,66,66,,,,,,,,66,,1,2,1,,1,6,4,710,7,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,1,10,8,8,40,1,45,23,4,1431,2,2,6,6,3,1,77,1,1,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,1,4,610,6,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,1,1,2,11050,11058,4,4,4,10,10,9,9,1,2,777777777,77,777777777,77,0,1,666666666,777777777,0,0,-1,-1,3,3,2,1,1,3,3,3,2,3,4,3,3,2,2,4,1,4,4,2,5,2,2,4,4,2,1,4,2,1,3,5,4,FRK2,2,0.565999329,0.401234984,2.726686716,1.094042102
FR,120,5,180,4,8,7,1,3,3,3,3,1,7,7,4,1,2,1,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,4,6,3,3,6,5,4,2,1,5,1,8,2,2,2,7,5,5,8,7,3,3,2,2,2,3,6,7,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1981,1986,1,1990,1,1992,1,1,1993,6666,0,6666,6,2,18,45,75,18,0,0,0,15,0,0,12,0,888,888,80,5,5,5,5,5,4,1,2,6,6,6,6,6,6,6,,,,,,,,54,1965,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,1,4,,4,1,2,720,7,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,2,66666,6,2,39,1,42,84,1,2422,2,2,6,6,1,1,9,1,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,6,313,4,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,1,3,2,11050,11090,5,3,2,9,3,4,4,1,2,888888888,88,4000,66,0,0,666666666,666666666,0,0,-2,2,3,3,3,1,2,2,2,2,3,3,4,4,3,5,2,5,2,3,5,2,2,3,3,2,5,4,5,3,4,2,3,5,3,FR10,2,0.562764347,0.591545165,2.726686716,1.612958342
FR,60,5,180,7,7,4,2,3,3,4,8,4,6,7,4,3,2,88,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,3,5,5,2,3,3,2,7,1,1,5,2,7,1,2,2,5,7,4,6,4,3,2,2,2,1,3,10,5,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,1948,1948,1,1948,1,1949,1,3,1950,1953,4,1973,1,1,18,40,75,20,25,25,55,16,18,18,20,888,25,45,55,3,3,3,2,2,3,1,1,6,6,6,6,6,6,6,,,,,,,,90,1928,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,2,2,5,,5,2,3,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,88,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1979,1,66666,1,4,1,150,9,9,39,1,50,13,4,2149,2,2,6,6,3,4,8,1,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,2,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,4,2,1,0,3,3,3,2,3,666666666,66,44000,66,6,0,666666666,666666666,8,0,-2,3,4,4,2,8,2,1,2,1,4,8,4,4,2,5,2,7,5,2,5,2,1,1,1,1,5,2,2,3,4,1,1,3,4,FRJ1,2,0.571440756,0.572887778,2.726686716,1.562085495
FR,30,5,210,6,7,6,2,3,4,3,3,5,6,6,4,4,3,3,3,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,1,1,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,7,5,4,4,4,7,4,1,5,3,0,2,3,7,4,4,4,8,6,5,3,2,1,1,3,8,2,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,GB,2,GB,2005,ENG,0,2,2,GB,2,GB,3,65,,,1,2014,0,2,6666,2,6666,2,66,6666,6666,66,6666,6,2,0,0,60,25,25,28,0,16,18,20,20,0,25,55,0,1,2,2,4,1,3,4,1,1,2,2,6,6,6,6,,,,,,,,24,1995,1964,1964,1998,6666,6666,6666,6666,,,,,,,,3,3,4,66,66,66,66,,,,,,,,66,,2,2,6,,6,2,4,113,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,6,1,2,66666,10,10,666,2,35,97,5,6113,2,2,6,6,3,1,2,2,2,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,213,2,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,4,213,2,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,5,2,11030,555555,2,1,2,10,8,10,10,1,2,1000,66,770,66,0,0,666666666,666666666,0,0,0,0,4,2,2,1,1,5,1,3,3,3,5,1,2,4,1,5,5,4,6,1,2,2,3,2,2,3,3,5,5,2,2,1,3,FRJ1,2,2.266687155,3.893280745,2.726686716,10.61575689
FR,120,4,60,3,5,8,3,3,7,2,3,3,2,3,3,0,4,4,1,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,3,5,5,0,0,2,8,10,1,1,5,1,8,2,3,2,5,5,4,10,5,0,3,2,1,3,2,10,2,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,1,88,,,1,1963,1970,1,1973,1,1974,2,66,6666,6666,66,6666,6,1,20,40,0,888,27,30,888,17,17,888,25,888,888,40,888,5,5,5,5,1,10,2,1,2,6,6,6,6,6,6,,,,,,,,70,1949,1931,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,2,1,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,1,0,0,0,0,0,0,66,6,1,6,6666,1,66666,1,1,1,2,10,0,40,1,40,43,4,7121,2,1,2,2,3,4,77,3,4,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,1,8,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,2,1,2,0,2,2,0,2,7,666666666,66,777777777,77,6,-3,666666666,2000,-4,7,-3,3,1,3,4,2,8,8,1,8,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,FRK2,2,1.081752896,1.375986218,2.726686716,3.751883343
FR,0,5,180,3,5,1,4,1,1,1,1,1,2,5,0,0,0,2,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,9,8,3,1,2,0,8,5,2,5,3,1,3,4,4,0,0,2,5,6,0,2,2,2,2,3,5,0,2,66,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,2,,,1,1992,2000,1,1999,2,6666,2,66,6666,6666,66,6666,6,1,30,40,80,0,0,0,111,15,888,888,888,0,888,40,888,3,3,3,3,3,10,1,1,6,6,6,6,6,6,6,,,,,,,,45,1974,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,2,6,,6,2,4,620,6,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,6,1,2,66666,10,10,666,2,50,81,5,6113,2,2,6,6,3,1,88,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,3,66,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,8,1,1,9,5,10,6,1,8,777777777,77,777777777,77,0,0,666666666,666666666,8,8,-1,8,2,3,1,8,2,4,1,2,3,2,4,5,3,6,8,5,4,5,4,4,2,5,2,2,6,8,4,3,8,3,3,4,5,FRC2,2,0.558339238,0.341211706,2.726686716,0.930377427
